Reporting date,Company Name,ABN,Segment,Sub-segment,Restriction on authorisation,Gross written premium,Gross earned premium,"Of which:Fire service levy",Outwards reinsurance expense,Net earned premium,Gross incurred claims,"Of which:Paid claims","Of which:Movement in outstanding claims liabilities",Reinsurance recoveries revenue,Non-reinsurance recoveries revenue,Net incurred claims,Of which: Current period net claims expense,Of which: Non-recurring items that are part of net claims,Acquisition costs (excluding LAT),Results of liability adequacy tests,Levies and charges,Commission revenue,Commission expense,Other underwriting expenses,Total underwriting expenses,Underwriting result,Investment income on assets backing insurance liabilities,Investment expenses on assets backing insurance liabilities,Insurance result,Investment income on shareholders funds,Other operating expenses,Other operating income,Income tax expense from continuing operations,Other profit and loss items,Net profit/loss after tax
31/03/2022,MIPS Insurance Pty Ltd,81089048359,Direct insurer,Commercial lines insurers,,0,14,0,4,10,3,10,-7,-2,-2,7,14,-7,0,0,1,1,0,0,0,3,-2,0,1,-1,1,0,0,0,-1
31/03/2022,"Mitsui Sumitomo Insurance Company, Limited",49000525637,Direct insurer,Other direct insurers,,18,20,1,13,7,22,13,8,21,1,0,6,-6,0,0,0,2,2,0,1,7,0,0,7,0,3,0,3,0,1
31/03/2022,Munchener Ruckversicherungs-Gesellschaft (Munich Reinsurance Company),90009763526,Reinsurer,Reinsurer,,578,478,0,85,394,770,219,551,541,0,229,310,-81,0,0,0,0,93,0,93,71,-126,3,-57,-65,9,-3,-19,0,-115
31/03/2022,OnePath General Insurance Pty Limited,56072892365,Direct insurer,Personal lines insurers,,1,2,0,0,2,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,1
31/03/2022,Optus Insurance Services Pty Limited,12005711928,Direct insurer,Personal lines insurers,,17,17,0,0,17,8,9,-1,0,2,6,6,0,1,0,0,0,0,0,1,10,0,0,10,0,1,0,3,0,7
31/03/2022,Pacific International Insurance Pty Limited,83169311193,Direct insurer,Commercial lines insurers,,42,26,0,13,13,11,7,4,2,2,7,8,-2,0,0,0,6,7,0,1,5,0,0,5,0,7,1,0,0,-1
31/03/2022,Professional Insurance Australia Pty Ltd,90050266307,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2022,QBE Insurance (Australia) Limited,78003191035,Direct insurer,Direct insurers from large groups,,"1,305","1,520",28,224,"1,296","1,227",760,467,303,62,861,944,-83,66,-18,23,14,243,86,386,48,-66,0,-18,-29,5,4,-15,0,-34
31/03/2022,QBE Insurance (International) Pty Limited,11000000948,Direct insurer,Direct insurers from large groups,,30,15,0,5,10,3,6,-2,1,0,2,3,-1,-1,0,0,0,2,3,4,4,-1,0,4,-1,0,0,2,0,1
31/03/2022,QBE Lenders' Mortgage Insurance Limited,70000511071,Direct insurer,Lenders mortgage insurers,LMI,79,77,0,43,35,-14,4,-18,-7,1,-8,12,-20,7,0,0,17,1,0,-10,53,-2,0,51,-2,6,0,13,0,31
31/03/2022,RAA Insurance Limited,14007872602,Direct insurer,Personal lines insurers,,104,96,0,16,80,89,113,-24,15,15,59,55,4,4,0,0,0,9,1,13,8,-1,0,7,0,2,0,1,0,3
31/03/2022,RAC Insurance Pty Limited,59094685882,Direct insurer,Personal lines insurers,,229,208,0,19,189,147,146,1,0,19,128,127,0,14,0,0,0,0,0,14,48,-1,0,46,-9,21,1,5,0,12
31/03/2022,RACQ Insurance Limited,50009704152,Direct insurer,Personal lines insurers,,307,283,0,60,223,682,234,447,373,62,247,250,-4,20,0,0,6,4,16,33,-57,-19,0,-76,-6,1,0,-25,0,-58
31/03/2022,RACT Insurance Pty. Ltd.,96068167804,Direct insurer,Personal lines insurers,,35,30,0,4,26,18,17,1,0,2,16,16,0,3,0,0,0,4,0,6,4,0,0,4,0,6,0,0,0,-1
31/03/2022,RenaissanceRe Europe AG,12146546661,Reinsurer,Reinsurer,,22,21,0,1,20,21,2,19,0,0,21,27,-6,0,0,0,0,5,0,5,-7,-5,0,-12,-2,2,0,-5,0,-11
31/03/2022,SCOR Reinsurance Asia-Pacific Pte. Ltd.,85071103092,Reinsurer,Reinsurer,,74,46,0,25,22,149,33,117,121,0,29,16,13,0,0,0,3,6,0,3,-10,-9,0,-18,-5,2,-1,-8,0,-19
31/03/2022,Sirius International Insurance Corporation,26764933001,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2022,Sompo Japan Insurance Inc.,26061428775,Direct insurer,Commercial lines insurers,,7,18,0,13,6,33,2,30,30,1,2,5,-3,0,0,0,2,2,0,0,3,0,0,3,0,2,0,0,0,1
31/03/2022,Southern Cross Benefits Limited,99133401939,Direct insurer,Personal lines insurers,,1,1,0,0,1,1,1,0,0,0,1,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
31/03/2022,Sovereign Insurance Australia Pty Ltd,85138079286,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/2022,St Andrew's Insurance (Australia) Pty Ltd,89075044656,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31/03/2022,StateCover Mutual Limited,36090394755,Direct insurer,Commercial lines insurers,,0,21,0,0,20,0,10,-10,0,-1,1,13,-12,1,0,0,0,0,0,1,18,-16,0,2,-9,6,0,0,0,-13
31/03/2022,Stewart Title Limited,59101720101,Direct insurer,Other direct insurers,,6,6,0,0,6,2,1,1,0,0,2,2,0,1,0,0,0,0,0,1,3,0,0,3,0,1,0,1,0,1
31/03/2022,Swiss Re Asia Pte. Ltd.,19631490447,Reinsurer,Reinsurer,,337,405,0,135,270,486,179,307,311,1,174,202,-28,2,0,0,0,87,0,89,7,-16,0,-9,0,32,26,-4,0,-10
31/03/2022,Swiss Re International SE,38138873211,Direct insurer,Commercial lines insurers,,96,102,2,36,66,100,18,82,59,0,41,39,2,4,0,2,1,13,0,18,7,-4,0,3,0,6,0,-1,0,-2
31/03/2022,The Hollard Insurance Company Pty Ltd,78090584473,Direct insurer,Personal lines insurers,,442,428,6,201,227,407,234,173,232,17,159,165,-7,26,6,7,66,84,2,58,10,1,0,11,111,35,-1,0,0,86
31/03/2022,The New India Assurance Co Ltd,93000151593,Reinsurer,Reinsurer,,2,2,0,0,1,-2,3,-5,-1,0,-1,0,-1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2
31/03/2022,The North of England Protecting and Indemnity Association Limited,33624528123,Direct insurer,Commercial lines insurers,,5,6,0,3,3,2,1,1,1,0,1,2,-1,1,-1,0,1,0,0,-1,3,0,0,3,0,0,1,0,0,4
31/03/2022,"Tokio Marine & Nichido Fire Insurance Co., Ltd.",80000438291,Direct insurer,Commercial lines insurers,,27,32,0,13,19,33,20,13,17,1,15,11,4,4,-17,0,-3,2,0,-8,13,0,0,13,0,2,2,2,0,11
31/03/2022,Transatlantic Reinsurance Company,96096053226,Reinsurer,Reinsurer,,12,20,0,11,9,28,12,16,24,0,5,20,-15,0,0,0,5,6,0,1,3,-7,0,-5,-5,2,0,-3,0,-8
31/03/2022,TT Club Mutual Insurance Limited,31129394618,Direct insurer,Commercial lines insurers,,3,4,0,2,1,8,1,7,5,0,3,1,1,0,0,0,0,0,0,0,-2,0,0,-2,0,0,1,0,0,-1
31/03/2022,"Virginia Surety Company, Inc.",63080339957,Direct insurer,Other direct insurers,,7,10,0,0,10,6,6,0,0,0,6,6,0,0,0,0,0,3,0,3,1,-4,0,-3,-2,1,0,-4,0,-3
31/03/2022,XL Insurance Company SE,36083570441,Direct insurer,Commercial lines insurers,,141,194,6,150,45,201,56,145,178,0,23,42,-19,28,0,2,31,0,0,-1,22,-14,0,8,-11,10,4,-10,0,1
31/03/2022,Youi Pty Ltd,79123074733,Direct insurer,Personal lines insurers,,282,252,-2,41,211,310,155,155,136,17,157,152,5,22,0,-1,1,7,0,26,28,0,0,28,1,41,1,-3,0,-7
31/03/2022,Zurich Australian Insurance Limited,13000296640,Direct insurer,Commercial lines insurers,,288,332,6,80,252,375,172,203,198,34,143,156,-13,1,-7,6,6,58,23,75,34,-31,0,3,-10,2,1,-4,0,-4
31/12/2021,AAI Limited,48005297807,Direct insurer,Direct insurers from large groups,,"2,318","2,299",37,258,"2,041","1,712","1,515",198,39,121,"1,552","1,755",-203,206,-33,82,26,89,108,425,65,-50,0,14,20,42,20,3,0,8
31/12/2021,Achmea Schadeverzekeringen N.V.,86158237702,Direct insurer,Commercial lines insurers,,6,19,1,2,17,18,10,9,1,1,16,16,0,0,-1,1,0,0,0,0,1,0,0,1,0,9,0,0,0,-8
31/12/2021,AIG Australia Limited,93004727753,Direct insurer,Commercial lines insurers,,336,281,7,144,138,240,122,118,152,3,85,85,0,7,0,8,36,31,3,12,40,-8,0,31,-8,18,0,2,0,3
31/12/2021,Aioi Nissay Dowa Insurance Company Australia Pty Ltd,11132524282,Direct insurer,Personal lines insurers,,36,49,0,6,43,45,33,13,11,11,23,26,-2,0,5,0,0,8,0,13,6,0,0,6,0,12,0,-2,0,-4
31/12/2021,Aioi Nissay Dowa Insurance Company Limited,39096302466,Direct insurer,Personal lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,Allianz Australia General Insurance Limited,99003719319,Direct insurer,Direct insurers from large groups,,83,146,6,145,2,136,94,43,132,4,0,0,0,4,0,6,27,14,4,1,1,0,0,1,0,-2,0,-4,0,6
31/12/2021,Allianz Australia Insurance Limited,15000122850,Direct insurer,Direct insurers from large groups,,"1,479","1,476",23,133,"1,343",924,"1,048",-124,0,87,838,"1,057",-219,118,-2,23,11,189,125,441,64,-58,2,4,36,70,64,11,0,23
31/12/2021,Allied World Assurance Company Limited,54163304907,Direct insurer,Commercial lines insurers,,47,32,1,17,15,16,6,9,3,0,12,12,0,0,0,1,3,3,0,0,2,0,0,2,0,2,0,0,0,-1
31/12/2021,Ansvar Insurance Limited,21007216506,Direct insurer,Commercial lines insurers,,45,45,2,27,17,37,18,18,17,2,18,6,12,5,0,2,6,6,0,7,-8,0,0,-8,0,2,1,-4,0,-6
31/12/2021,ANZ Lenders Mortgage Insurance Pty. Limited,77008680055,Direct insurer,Lenders mortgage insurers,LMI,26,32,0,8,24,-3,2,-5,-2,0,0,0,0,0,0,0,2,0,0,-2,26,1,1,27,0,0,0,8,0,18
31/12/2021,Arch Lenders Mortgage Indemnity Limited,60074042934,Direct insurer,Lenders mortgage insurers,LMI,84,57,0,49,8,-10,2,-12,-6,0,-3,4,-7,4,0,0,-4,0,3,12,0,-2,0,-3,1,6,0,2,0,-10
31/12/2021,Arch LMI Pty Ltd,60601356174,Direct insurer,Lenders mortgage insurers,LMI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-4,0,4
31/12/2021,Aspen Insurance UK Limited,33128637650,Reinsurer,Reinsurer,,6,18,0,16,2,23,12,11,10,0,13,-8,21,0,2,0,4,4,0,2,-13,0,0,-13,0,1,2,-3,0,-10
31/12/2021,Assetinsure Pty Limited,65066463803,Direct insurer,Commercial lines insurers,,33,21,0,5,15,11,5,6,4,0,7,3,4,1,0,0,1,3,0,4,4,0,0,4,0,8,10,2,0,5
31/12/2021,Atradius Credito Y Caucion S.A. De Seguros Y Reaseguros,90610834556,Direct insurer,Other direct insurers,,17,19,0,9,10,6,3,3,2,1,3,3,0,3,0,0,5,0,0,-2,9,0,0,9,0,4,1,2,0,4
31/12/2021,Auto & General Insurance Company Limited,42111586353,Direct insurer,Personal lines insurers,,375,352,7,24,329,301,207,94,7,43,252,247,5,0,0,7,2,53,0,57,20,1,0,21,0,35,0,-4,0,-9
31/12/2021,Avant Insurance Limited,82003707471,Direct insurer,Commercial lines insurers,,130,66,0,1,65,80,73,7,3,23,53,60,-7,8,0,3,0,0,0,11,1,1,0,2,1,26,21,-1,0,-2
31/12/2021,Barristers' Sickness & Accident Fund Pty Ltd,78600371397,Direct insurer,Other direct insurers,Captive,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
31/12/2021,Berkley Insurance Company,53126559706,Direct insurer,Commercial lines insurers,,110,97,0,8,89,8,19,-10,-2,0,11,48,-37,0,0,0,0,17,0,17,61,-8,0,52,0,7,0,14,0,31
31/12/2021,Berkshire Hathaway Specialty Insurance Company,84600643034,Direct insurer,Commercial lines insurers,,212,135,3,82,53,23,31,-8,15,-2,10,24,-14,0,0,3,12,8,0,-1,44,0,0,44,0,15,1,9,0,21
31/12/2021,BHP Marine & General Insurances Pty Ltd,79004958178,Direct insurer,Commercial lines insurers,Captive,7,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,-8,0,-1,2,0,-4
31/12/2021,Boral Insurance Pty Limited,67000736318,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,Catholic Church Insurance Limited,76000005210,Direct insurer,Commercial lines insurers,,107,87,2,32,55,122,63,59,80,0,42,45,-4,1,0,3,7,0,14,11,2,0,0,2,0,3,0,0,0,-1
31/12/2021,Chubb Insurance Australia Ltd,23001642020,Direct insurer,Commercial lines insurers,,531,457,14,122,335,194,199,-6,-2,40,156,185,-29,36,1,14,15,68,15,119,60,-22,0,38,-14,4,0,6,0,14
31/12/2021,CIC Allianz Insurance Limited,56094802801,Direct insurer,Direct insurers from large groups,,0,0,0,0,0,-12,16,-28,-11,-1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,Commonwealth Insurance Limited,96067524216,Direct insurer,Personal lines insurers,,213,208,7,27,181,221,124,98,7,8,207,211,-3,3,0,7,0,16,8,35,-61,1,0,-60,-1,1,0,-19,0,-43
31/12/2021,Commonwealth Steamship Insurance Company Proprietary Limited,86004127431,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,Compagnie Francaise D'Assurance Pour Le Commerce Exterieur,60130761116,Direct insurer,Other direct insurers,,5,5,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,4,1,1,0,0
31/12/2021,Corrvas Insurance Pty Ltd,92088684799,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,Credicorp Insurance Pty. Ltd.,50069196756,Direct insurer,Personal lines insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,Domestic & General Insurance PLC,11124040768,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
31/12/2021,Employers Mutual Limited,67000006486,Direct insurer,Commercial lines insurers,,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0
31/12/2021,Eric Insurance Limited,18009129793,Direct insurer,Other direct insurers,,9,21,0,0,21,9,9,1,0,1,7,8,0,0,0,0,0,11,0,11,3,0,0,3,0,4,0,0,0,-1
31/12/2021,Factory Mutual Insurance Company,47163108861,Direct insurer,Commercial lines insurers,,116,88,5,41,47,44,34,10,-1,0,45,74,-29,1,-2,5,5,1,-1,0,3,1,0,4,0,12,2,-1,0,-5
31/12/2021,First American Title Insurance Company of Australia Pty Limited,64075279908,Direct insurer,Other direct insurers,,3,3,0,0,3,1,0,1,2,0,-1,-1,0,0,0,0,0,0,0,0,4,0,0,4,0,2,0,0,0,3
31/12/2021,FM Insurance Company Limited,99007502829,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,-3,-2,-1,-2,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31/12/2021,General Reinsurance Australia Ltd,16008427450,Reinsurer,Reinsurer,,50,53,0,25,28,28,26,2,20,0,8,38,-30,9,-4,0,0,0,5,10,10,-2,0,8,0,0,0,3,0,5
31/12/2021,Genworth Financial Mortgage Indemnity Limited,55001825725,Direct insurer,Lenders mortgage insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,Genworth Financial Mortgage Insurance Pty Limited,60106974305,Direct insurer,Lenders mortgage insurers,LMI,121,116,0,14,102,-41,7,-48,0,-11,-30,0,-30,4,0,0,0,0,21,26,106,-23,0,83,0,4,0,24,0,56
31/12/2021,Gordian Runoff Limited,11052179647,Reinsurer,Reinsurer,Run-off,0,0,0,0,0,-17,13,-30,-15,1,-3,0,-3,0,0,0,0,0,0,0,3,0,0,3,-1,1,0,0,0,1
31/12/2021,Great Lakes Insurance SE,18964580576,Direct insurer,Personal lines insurers,,52,44,0,44,0,-31,14,-45,-32,1,0,0,0,0,0,0,12,8,0,-3,3,0,0,3,0,3,0,0,0,1
31/12/2021,Guild Insurance Limited,55004538863,Direct insurer,Commercial lines insurers,,48,65,2,24,42,40,26,15,13,3,25,26,-1,3,0,0,9,6,0,0,17,-3,0,14,-1,16,0,-1,0,-2
31/12/2021,Hallmark General Insurance Company Ltd.,82008477647,Direct insurer,Personal lines insurers,,3,6,0,0,6,1,3,-3,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,6,0,4,0,0,0,1
31/12/2021,Hannover Ruck SE,88002927031,Reinsurer,Reinsurer,,260,252,0,20,232,117,115,1,-22,0,139,254,-115,0,0,0,2,63,0,62,31,-22,0,9,-2,4,0,1,0,2
31/12/2021,HDI Global SE,55490279016,Direct insurer,Commercial lines insurers,,74,76,2,44,32,35,25,11,28,0,7,5,3,3,0,2,7,3,2,4,21,-1,0,20,0,2,0,4,0,13
31/12/2021,HDI Global Specialty SE,58129395544,Direct insurer,Commercial lines insurers,,108,112,2,98,13,67,50,17,62,0,5,4,1,0,0,2,28,27,0,1,7,0,0,7,0,4,0,0,0,2
31/12/2021,Hospitality Employers Mutual Limited,34124091470,Direct insurer,Commercial lines insurers,,15,16,0,5,11,10,8,2,3,0,7,7,-1,0,0,1,1,0,3,2,3,0,0,2,0,1,0,0,0,1
31/12/2021,Insurance Australia Limited,11000016722,Direct insurer,Direct insurers from large groups,,"2,149","2,318",71,"1,711",607,"1,861","1,311",551,"1,230",158,473,468,5,92,0,23,235,164,145,188,-55,-42,0,-97,11,90,78,-29,0,-69
31/12/2021,Insurance Manufacturers of Australia Pty Limited,93004208084,Direct insurer,Direct insurers from large groups,,"1,028","1,024",40,78,945,925,598,327,-4,117,812,802,10,116,0,39,0,35,15,205,-71,-6,1,-79,19,0,0,-19,0,-41
31/12/2021,Lawcover Insurance Pty Limited,15095082509,Direct insurer,Commercial lines insurers,,0,22,0,3,18,25,15,10,6,0,19,14,6,0,0,0,0,0,5,5,-5,-1,0,-6,0,0,0,-2,0,-4
31/12/2021,LFI Group Pty Ltd,31138903581,Direct insurer,Personal lines insurers,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,Liberty Mutual Insurance Company,61086083605,Direct insurer,Commercial lines insurers,,376,230,1,108,122,203,61,142,114,0,89,67,22,-2,-19,1,22,22,0,-20,52,-19,0,34,-2,29,-1,1,0,1
31/12/2021,MDA National Insurance Pty Ltd,56058271417,Direct insurer,Commercial lines insurers,,1,22,0,1,20,13,12,1,0,1,12,17,-5,0,0,0,0,0,1,1,7,2,0,9,0,5,0,0,0,3
31/12/2021,Medical Insurance Australia Pty Limited,99092709629,Direct insurer,Commercial lines insurers,,2,15,0,2,14,12,9,3,1,2,9,12,-3,0,0,0,0,0,0,0,4,0,0,4,0,6,0,-1,0,-1
31/12/2021,MetLife General Insurance Limited,64004195895,Direct insurer,Commercial lines insurers,Run-off,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
31/12/2021,MIPS Insurance Pty Ltd,81089048359,Direct insurer,Commercial lines insurers,,0,14,0,4,10,21,11,10,5,9,7,7,0,0,0,1,1,0,0,0,3,-1,0,2,0,0,0,0,0,1
31/12/2021,"Mitsui Sumitomo Insurance Company, Limited",49000525637,Direct insurer,Other direct insurers,,23,18,1,10,8,7,7,0,1,0,5,5,0,0,0,1,1,2,0,1,2,0,0,2,0,2,0,0,0,0
31/12/2021,Munchener Ruckversicherungs-Gesellschaft (Munich Reinsurance Company),90009763526,Reinsurer,Reinsurer,,637,736,0,77,659,347,249,98,-34,0,380,452,-72,0,0,0,0,115,0,115,164,-18,0,146,-11,1,-1,55,0,78
31/12/2021,North Insurances Pty. Ltd.,21050197110,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,-7,0,-7,-5,0,-2,-2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0
31/12/2021,OnePath General Insurance Pty Limited,56072892365,Direct insurer,Personal lines insurers,,0,1,0,0,1,-2,1,-3,0,0,-2,1,-3,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0,1
31/12/2021,Optus Insurance Services Pty Limited,12005711928,Direct insurer,Personal lines insurers,,19,19,0,0,19,9,9,0,0,2,7,7,0,2,0,0,0,0,0,2,10,0,0,10,0,1,0,3,0,7
31/12/2021,Pacific International Insurance Pty Limited,83169311193,Direct insurer,Commercial lines insurers,,23,16,0,4,13,7,6,1,1,0,6,4,2,0,0,0,1,2,0,1,6,0,0,6,0,6,1,0,0,0
31/12/2021,Professional Insurance Australia Pty Ltd,90050266307,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,QBE Insurance (Australia) Limited,78003191035,Direct insurer,Direct insurers from large groups,,"1,680","1,638",33,741,897,"1,080",952,128,482,100,498,899,-401,57,-36,32,85,302,108,377,23,-16,0,6,-9,19,7,-5,-1,-11
31/12/2021,QBE Insurance (International) Pty Limited,11000000948,Direct insurer,Direct insurers from large groups,,10,16,0,6,9,8,6,2,4,0,3,3,0,0,0,0,0,2,3,5,1,0,0,2,-1,0,0,1,0,0
31/12/2021,QBE Lenders' Mortgage Insurance Limited,70000511071,Direct insurer,Lenders mortgage insurers,LMI,93,65,0,38,27,-57,4,-61,-28,-3,-25,12,-37,7,0,0,14,1,0,-7,60,0,0,59,0,7,1,16,0,37
31/12/2021,RAA Insurance Limited,14007872602,Direct insurer,Personal lines insurers,,98,96,0,15,81,217,85,132,140,11,66,68,-2,4,0,0,0,9,1,14,2,0,0,2,0,2,0,0,0,0
31/12/2021,RAC Insurance Pty Limited,59094685882,Direct insurer,Personal lines insurers,,216,207,0,17,190,166,165,1,3,24,138,134,4,13,0,0,0,0,0,13,38,0,0,38,-3,19,1,5,0,12
31/12/2021,RACQ Insurance Limited,50009704152,Direct insurer,Personal lines insurers,,293,283,0,60,223,282,259,23,26,27,229,213,15,19,0,0,6,3,18,33,-39,-8,0,-47,-2,2,0,-15,0,-36
31/12/2021,RACT Insurance Pty. Ltd.,96068167804,Direct insurer,Personal lines insurers,,29,30,0,3,27,19,37,-17,0,2,17,18,-1,4,0,0,0,3,0,7,3,0,0,3,0,0,0,1,0,2
31/12/2021,RenaissanceRe Europe AG,12146546661,Reinsurer,Reinsurer,,20,21,0,2,19,11,5,6,-1,0,12,11,1,0,0,0,0,5,0,5,1,-2,0,-1,-1,2,0,-1,0,-2
31/12/2021,SCOR Reinsurance Asia-Pacific Pte. Ltd.,85071103092,Reinsurer,Reinsurer,,41,78,0,27,52,40,11,29,17,0,22,27,-5,0,0,0,3,7,0,4,25,-4,0,21,-2,4,2,5,0,12
31/12/2021,Sirius International Insurance Corporation,26764933001,Direct insurer,Commercial lines insurers,Run-off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,Sompo Japan Insurance Inc.,26061428775,Direct insurer,Commercial lines insurers,,20,12,0,8,5,5,2,2,1,1,2,4,-2,0,0,0,1,1,0,0,2,0,0,2,0,2,0,0,0,0
31/12/2021,Southern Cross Benefits Limited,99133401939,Direct insurer,Personal lines insurers,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,-1
31/12/2021,Sovereign Insurance Australia Pty Ltd,85138079286,Direct insurer,Other direct insurers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,St Andrew's Insurance (Australia) Pty Ltd,89075044656,Direct insurer,Personal lines insurers,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2021,StateCover Mutual Limited,36090394755,Direct insurer,Commercial lines insurers,,-3,21,0,0,20,13,11,2,0,0,13,19,-6,2,0,0,0,0,0,2,6,-1,0,5,-1,5,0,0,0,-2
31/12/2021,Stewart Title Limited,59101720101,Direct insurer,Other direct insurers,,7,7,0,0,6,2,1,0,0,0,2,3,-1,1,0,0,0,0,0,1,4,0,0,4,0,2,0,1,0,1
31/12/2021,Swiss Re Asia Pte. Ltd.,19631490447,Reinsurer,Reinsurer,,462,547,0,87,460,379,211,168,32,-1,347,886,-539,3,-11,0,0,107,0,99,14,-4,0,10,0,38,29,0,0,1
31/12/2021,Swiss Re International SE,38138873211,Direct insurer,Commercial lines insurers,,158,102,2,34,68,44,21,23,9,4,31,33,-2,3,0,2,2,17,0,20,17,-1,0,16,0,8,0,2,0,6
31/12/2021,The Hollard Insurance Company Pty Ltd,78090584473,Direct insurer,Personal lines insurers,,420,430,7,203,227,288,235,53,117,17,154,160,-6,33,0,7,69,89,1,61,12,0,0,12,0,37,0,-7,0,-18
31/12/2021,The New India Assurance Co Ltd,93000151593,Reinsurer,Reinsurer,,3,2,0,3,-1,0,7,-7,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,-1
31/12/2021,The North of England Protecting and Indemnity Association Limited,33624528123,Direct insurer,Commercial lines insurers,,5,6,0,4,2,1,1,0,-1,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,-2
31/12/2021,"Tokio Marine & Nichido Fire Insurance Co., Ltd.",80000438291,Direct insurer,Commercial lines insurers,,33,28,0,13,15,25,24,1,6,1,18,13,4,8,1,0,2,7,0,15,-17,0,0,-17,0,5,0,0,0,-21
31/12/2021,Transatlantic Reinsurance Company,96096053226,Reinsurer,Reinsurer,,17,27,0,10,17,14,22,-8,12,0,2,7,-5,0,-9,0,4,9,0,-4,19,-2,0,17,-2,2,0,7,0,6
31/12/2021,TT Club Mutual Insurance Limited,31129394618,Direct insurer,Commercial lines insurers,,4,2,0,1,0,4,1,3,3,0,1,1,1,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,-2
31/12/2021,"Virginia Surety Company, Inc.",63080339957,Direct insurer,Other direct insurers,,11,10,0,0,10,6,6,-1,0,0,6,7,-1,0,0,0,0,3,0,3,1,-1,0,0,-1,2,0,-1,0,-2
